"year","areaTotal_ha","areaZone_ha","zone"
2005,331.784737041,331.78473704144,"G5"
2006,115.219942,115.21994199997,"G5"
2006,198.577819809,198.57781981,"G3"
2006,171.338275504,171.33827546,"G4"
2006,54.9881891806,54.9881891804,"G4"
2006,1122.02762393,1122.02762393,"G5"
2006,88.1724547377,88.17245474237,"G5"
2006,18.8557646921,18.8557646922,"G8"
2006,414.199051652,414.199051652,"G5"
2006,18.6577997472,18.6577997472,"G8"
2006,17.2318154521,17.231815452,"G8"
2006,69.7024873651,69.7024873651,"G7"
2006,552.512893023,552.512893023,"G8"
2006,2445.66593289,2445.66593289,"G5"
2006,674.088893723,674.088893723,"G6"
2006,884.033540457,884.03354045755,"G3"
2006,491.845648249,491.8456482498,"G4"
2006,1149.66603163,1149.66603163,"G4"
2006,1184.56686855,1184.56686855,"G8"
2006,887.074639591,887.07463959,"G5"
2006,61.222526423,61.2225264232,"G7"
2006,31.0664226432,31.0664226431,"G8"
2006,29.5739740122,29.5739740121,"G5"
2006,399.42326301,398.913532407,"G3"
2006,16.4969571954,16.49695719536,"G10"
2006,15.7951664028,15.7951664028,"G10"
2006,71.3575852012,71.357585201,"G5"
2006,21.918526788,21.918526788,"G3"
2006,43.8589283267,43.8589283265,"G8"
2006,736.502760035,522.082396638,"G9"
2006,64.32117415,64.32117415008,"G5"
2006,242.072479796,242.072479796,"G5"
2006,24463.3217909,24035.7605411106,"G3"
2006,39507.2491432,36135.847240378,"G6"
2006,5871.06580384,5871.06580384677,"G4"
2006,714.878012623,714.87801262323,"G4"
2006,297.023989576,297.023989576,"G4"
2006,60.5870688726,60.5870688726,"G1"
2006,228.404337357,228.404337357,"G1"
2006,6964.84707083,6964.847070822,"G1"
2006,458.885658463,458.885658462,"G1"
2006,204.661759019,204.66175901988,"G4"
2006,298.406566255,298.4065662551,"G1"
2006,2781.09164808,1787.4125976927,"G1"
2006,9340.31214914,5950.7172247899,"G2"
2006,3503.28839874,2176.278355923,"G1"
2006,85.0537418777,85.0537418778,"G1"
2006,15304.7594037,11150.870267205,"G2"
2006,1064.96184396,1064.9618439636,"G3"
2006,24.2329734058,24.23297340584,"G7"
2006,76.2141388273,76.2141388274,"G3"
2006,61.0612513843,61.0612513841,"G8"
2006,162.074414642,162.07441464139,"G2"
2006,684.039720717,683.756222333,"G5"
2006,340.057947377,340.057947377,"G5"
2007,24.7254076279,24.7254076278,"G8"
2007,203.73981166,203.73981166,"G6"
2007,168.786665626,168.786665626,"G6"
2007,60.9237880332,60.9237880334,"G6"
2007,329.852394132,329.852394131,"G8"
2007,15.0984806662,15.0984806663,"G4"
2007,69.3495306589,69.3495306586,"G6"
2007,18.7701974048,18.770197405,"G5"
2007,18299.8111733,18149.3218098643,"G4"
2007,11358.7159421,11358.7159421441,"G4"
2007,236.524210403,236.524210403,"G9"
2007,151.527066871,151.52706687,"G6"
2007,12.9408130675,12.9408130677,"G4"
2007,13667.36139,8739.31985158563,"G4"
2007,25960.6073401,25960.607340131,"G5"
2007,369.734564074,369.734564075,"G8"
2007,678.758322884,678.758322884,"G5"
2007,4929.36808281,4929.36808280518,"G5"
2007,8684.40336342,8684.40336342,"G6"
2007,8725.61570263,8185.664652464,"G7"
2007,4544.6419279,4544.6419278971,"G6"
2007,4881.51335014,4881.513350142,"G3"
2007,3316.50557972,3316.50557971109,"G3"
2007,2296.7855767,1175.30721527,"G5"
2007,622.809985024,622.809985024,"G4"
2007,33.5169326743,33.5169326744,"G5"
2007,5893.90276068,5528.9096864049,"G3"
2007,36.9554506797,36.95545067963,"G4"
2007,103.623540393,103.623540394,"G5"
2007,128.691036529,128.69103652907,"G5"
2007,43.67020019,43.6702001901,"G6"
2007,26.5507638501,26.55076385008,"G7"
2007,720.0580455,720.058045499,"G5"
2007,1208.8209805,1208.8209805,"G5"
2007,884.056443692,857.475786078,"G5"
2007,3669.36383536,3669.363835361,"G5"
2007,2116.83057235,2092.8996098161,"G6"
2007,3172.5070476,3172.5070476023,"G5"
2007,1270.09088241,1270.090882412,"G5"
2007,777.631104666,777.631104665,"G5"
2007,1084.39663313,1084.39663313,"G4"
2007,1693.03793033,1693.03793033099,"G6"
2007,1714.59453322,1714.594533229,"G5"
2007,19156.0759894,14024.92293718,"G6"
2007,601.127576414,601.127576413,"G4"
2007,762.764049827,527.86930973,"G9"
2007,3373.36040884,3373.36040884,"G8"
2007,10381.0412354,10381.0412354,"G5"
2007,894.211766444,894.211766443,"G4"
2007,34.4786259824,31.986227963,"G4"
2007,73.5744632032,73.5744632029,"G6"
2007,1011.46293871,1011.46293871,"G6"
2007,172.527991464,172.527991464,"G8"
2007,657.556873771,657.556873771411,"G4"
2007,6660.87660292,6660.87660291519,"G4"
2007,5835.41161246,5835.41161246907,"G4"
2007,535.474603019,535.4746030186,"G4"
2007,1939.01327017,1939.01327017,"G5"
2007,944.49780009,944.49780009,"G1"
2007,108.203027028,108.203027028,"G9"
2007,432.55372947,432.550423081,"G8"
2007,183.07161453,183.066478654579,"G8"
2007,2337.23814612,2337.2247819761,"G8"
2007,5434.50445542,3646.605322802,"G8"
2007,1055.09084074,1055.0904187,"G8"
2007,6868.01507769,6868.00004736182,"G4"
2007,5371.21759599,5189.81543554,"G6"
2007,37.4757759184,37.4744927435246,"G4"
2007,13543.8324649,13543.8324653756,"G5"
2007,757.471738464,757.471738529646,"G5"
2007,438.677831535,438.67783155922,"G5"
2007,24.077370685,24.077370685,"G8"
2007,44.6461751579,44.6461751579,"G8"
2007,25.1700223586,25.1700223585,"G4"
2007,15495.1937758,15495.1937757042,"G6"
2007,207.237866915,207.237866837407,"G6"
2007,81.504164257,81.504164257293,"G6"
2007,69.2653047442,69.265304744207,"G6"
2007,17782.6185991,17782.6185949938,"G6"
2007,94.2940901383,94.2940864738598,"G6"
2008,99.194387709,99.1943877088,"G4"
2009,31.7564430256,31.7564430256,"G8"
2009,74.753642556,74.7536425557,"G8"
2009,20.8221250818,20.8221250819,"G8"
2009,37.7279912002,37.72799120025,"G8"
2009,60.2324531467,60.2324531467,"G8"
2009,86.9831672662,86.9831672662,"G5"
2009,18.8158319178,18.8158319177,"G8"
2009,17.2823156092,17.2823156093,"G6"
2009,3322.08863894,1689.24810116852,"G3"
2009,127.254639434,127.25463943383,"G5"
2009,232.721868205,232.7218682045,"G4"
2009,96.1593114507,96.1593114506,"G5"
2009,2838.07460219,2838.07460218968,"G4"
2009,520.052378723,520.0523787227,"G4"
2009,5304.93403983,5304.93403983104,"G3"
2009,3034.77837996,3031.54347479214,"G4"
2009,7834.71194361,7834.7119435707,"G3"
2009,5935.52958419,5935.52958419,"G3"
2009,40.4758655704,40.4758655703,"G5"
2009,5454.87532884,5364.16518652384,"G3"
2009,5568.53015357,3409.77198507,"G7"
2009,738.397255679,738.3972556796,"G4"
2009,3193.20513278,3193.2051327823,"G4"
2009,14.5750258505,14.57502585053,"G3"
2009,26801.8941117,20472.9626581129,"G8"
2009,1426.38947543,1426.389475429,"G8"
2009,371.086211581,253.724244973,"G4"
2009,20.16359961,20.1635996101,"G5"
2009,571.211342783,571.211342783,"G8"
2009,1145.93694133,1145.93694133,"G1"
2009,2912.81492013,2650.62109596,"G1"
2009,111.724485266,111.7244852658,"G4"
2009,16.2386828706,16.2386828706,"G8"
2009,131.510598527,131.510598528,"G8"
2009,198.803157863,198.8031578632,"G1"
2009,291.239551651,291.239551651177,"G4"
2009,1479.70892935,1479.694613698,"G1"
2009,90.0175569226,87.07925897304,"G1"
2009,1746.81502966,1746.81502966,"G5"
2009,124.940357253,124.940357253,"G4"
2009,74.1432067953,74.143206795413,"G4"
2009,7036.28635321,7036.2863574861,"G4"
2009,513.720658536,513.720658537,"G5"
2009,431.34692872,431.34692872,"G5"
2009,58.4196704057,58.4196704058,"G5"
2009,1306.94035817,1306.94035817,"G4"
2009,34.1813875517,34.18138755155,"G4"
2009,91.1794633762,91.1794633763,"G5"
2010,126.996772563,126.996772563,"G9"
2010,15.4665088271,15.4665088271,"G6"
2010,58.9337044997,58.9337044997,"G7"
2010,51.0401694369,42.8531359542,"G10"
2010,100.112195183,100.112195183,"G6"
2010,185.077831902,185.077831901,"G5"
2010,31.2164114596,31.2164114596,"G4"
2010,43.3456012418,43.3456012418,"G8"
2010,977.773224301,977.7732243,"G5"
2010,120.876818306,120.876818306,"G6"
2010,43.9894640435,43.9894640434,"G6"
2010,115.957517391,115.957517391,"G4"
2010,39.2859276383,39.2859276383,"G4"
2010,17.2656772302,17.2656772301,"G8"
2010,10501.1596994,7222.758215504,"G1"
2010,1225.02973185,1225.029731852,"G1"
2010,267.205166248,267.20516624842,"G4"
2010,323.479627765,323.4796277658,"G2"
2010,27488.3522187,25807.7370758353,"G4"
2010,14494.9025414,14494.9025416212,"G5"
2010,19783.9593513,19783.9593512547,"G3"
2010,123.943787593,123.943787599669,"G3"
2010,459.260901235,459.260901235552,"G4"
2010,255.166805412,159.5776366426,"G3"
2010,35.9818608063,35.9818608063,"G4"
2010,19384.2378765,18298.4601266,"G9"
2010,4542.9415395,4542.94151740569,"G3"
2010,4027.71412984,4027.7141071838,"G3"
2010,7871.55842942,7871.5584163012,"G3"
2010,12117.9108676,12117.9108572848,"G3"
2010,26298.5224853,26298.5224857548,"G5"
2011,731.591463497,731.591463497,"G3"
2011,48.5999968362,48.5999968362,"G4"
2011,31.5183625602,31.5183625601,"G6"
2011,23.3039239772,23.3039239772,"G4"
2011,478.078618362,194.254936571,"G10"
2011,699.641774838,682.1543848659,"G4"
2011,26.1274681122,26.1274681122,"G8"
2011,59.832011745,59.832011745,"G4"
2011,1660.90901453,1660.90901453,"G8"
2011,449.48565218,449.478701425,"G5"
2011,166.911638456,166.911638456,"G7"
2011,90.9399248878,90.9399248878,"G4"
2012,304.530519096,304.530519095,"G4"
2012,138.174003242,138.174003242,"G6"
2012,5762.91387548,5762.9138753381,"G4"
2012,2520.52069068,1752.7095582945,"G4"
2012,152.009436615,152.009436615,"G9"
2012,395.133379946,395.133379947,"G5"
2012,248.893428993,248.893428993,"G7"
2012,28.6339838959,28.6339838959,"G5"
2012,25.9458315558,25.9458315559,"G4"
2012,5852.68006309,5852.6800631013,"G3"
2012,1001.29878546,1001.29878545171,"G1"
2012,204.80234764,204.80234764,"G5"
2012,1137.07760494,1137.077604936,"G1"
2012,276.549412041,276.549412041,"G8"
2012,164.901275023,164.9012750232,"G7"
2012,361.342654687,361.342654687,"G8"
2012,19.8050506386,15.4206477195,"G4"
2013,23.7035650637,23.7035650638,"G5"
2013,9.57088312464,9.57088312464,"G5"
2013,5.85176509021,5.85176509019,"G7"
2013,29740.4702538,14938.4990076285,"G8"
2013,45.123510985,45.123510985,"G8"
2013,6.47823701889,6.47823701888,"G9"
2013,23.8625706895,23.8625706893,"G8"
2013,71.6960842979,71.6960842979,"G9"
2013,1.34724131139,1.34724131136,"G7"
2013,113757.016341,64103.6114756355,"G3"
2013,4.53174407268,4.53174407264,"G4"
2013,122868.995009,105106.982122462,"G3"
2013,2.42228375994,2.42228375996,"G8"
2013,3.92127146694,3.92127146697,"G8"
2013,185.855476533,185.855476533,"G3"
2013,22.4333972436,22.4333972436,"G5"
2013,54.5951896273,54.595189627176,"G5"
2013,37.1640307071,37.1640307071,"G5"
2013,8.94278446469,8.94278446471,"G3"
2013,5049.49223473,5049.49223472254,"G3"
2013,12.1875895826,12.1875895826,"G5"
2013,26.0766152915,26.0766152915,"G8"
2013,1.49120275616,1.49120275616,"G5"
2013,4.85058567856,4.8505856785,"G7"
2013,29.254624142,29.254624142,"G8"
2013,1.17183298473,1.17183298475,"G8"
2013,5.46306019562,5.46306019567,"G7"
2013,38233.5045862,29612.2812407757,"G3"
2013,39464.6599741,39464.6599740305,"G3"
2013,53116.4884273,27907.474056119,"G5"
2013,1845.67609051,1845.67609051,"G5"
2013,35660.7437517,18404.8158395,"G4"
2013,143169.387537,143169.38753626,"G5"
2013,1390.97469919,1390.9746991899,"G5"
2013,175.177808697,175.177808697,"G4"
2013,67.9202890752,67.9202890751,"G4"
2013,4.95512835073,4.9551283507,"G8"
2013,8596.24902077,8596.2490207677,"G4"
2013,123.146432954,123.146432954,"G4"
2013,1004.26851407,1004.26851407306,"G1"
2013,4.147226317,4.14722631701,"G8"
2013,0.663665865556,0.663665865556,"G7"
2013,40.5623141536,40.5623141536,"G1"
2013,1870.85295222,1870.852952217,"G1"
2013,203.121447951,203.12145518512,"G1"
2013,38.2423150988,38.2423150988,"G8"
2013,5.1392204113,5.13922041129,"G8"
2013,283.246242896,283.246242896,"G7"
2013,1.06396995771,1.06396995769,"G8"
2013,12.6358504557,12.6358504557,"G8"
2013,2.99977903099,2.99977903097,"G8"
2013,3.03612093162,3.03612093164,"G10"
2013,171.559035813,171.559035813,"G3"
2013,12.1530699435,12.1530699434,"G8"
2013,175.086671596,175.0866715958,"G1"
2013,274.167281506,274.167281506,"G1"
2013,198.653671982,198.653671982,"G1"
2013,22.2982721058,22.2982721057,"G1"
2013,10152.1467538,10152.1467538397,"G5"
2013,4.28594087049,4.28594087049,"G9"
2013,50044.6218651,40665.8290085738,"G6"
2013,4178.80454932,4178.80454932,"G4"
2013,44513.1120247,44513.1120247036,"G6"
2013,311.826367332,311.826367332,"G5"
2013,149.707258763,149.7072587624,"G4"
2013,1178.1585174,1178.15851739436,"G5"
2013,10224.3132295,10224.313229454,"G6"
2013,21065.4046456,21035.250030244,"G6"
2013,6535.01202207,5413.17916749,"G8"
2013,4866.4194546,1998.5889017,"G8"
2013,659.485480272,659.485480272,"G6"
2013,10782.5927865,9354.71162700199,"G5"
2013,5998.13842579,5998.13842579,"G5"
2013,19002.2522769,12370.3377361496,"G4"
2013,1094.99614799,1093.8045665946,"G4"
2013,2698.41230535,1809.80383991786,"G4"
2013,3783.1627064,3738.2817312,"G8"
2013,11449.659171,9542.04874639344,"G10"
2013,43389.7404484,23791.3509121,"G10"
2013,8956.29057571,6351.384963895,"G5"
2013,86.4900148791,86.4900148793,"G3"
2013,85.1252460128,85.125246013,"G3"
2013,5763.09440118,5763.09342133,"G5"
2013,459249.606249,350436.554599036,"G5"
2013,6016.66574583,6016.44395896877,"G6"
2013,494340.587539,259384.241628552,"G4"
2014,1.41715993701,1.41715993702,"G8"
2014,386.99285849,386.99285849,"G8"
2014,2264.68875622,2264.6887562206,"G4"
2014,5.67096980843,5.67096980842,"G5"
2014,124.32684848,124.32684848069,"G5"
2014,11.086383532,11.086383532,"G9"
2014,0.373121444503,0.373121444498,"G4"
2014,13.689452553,13.689452553,"G8"
2014,12.910483286,12.910483286,"G8"
2014,7.70402044601,7.70402044599,"G4"
2014,115.555392641,115.5553926405,"G4"
2014,39.3989499229,39.39894992296,"G3"
2014,3.04576507497,3.04576507498,"G7"
2014,15.8495599968,15.8495599967,"G3"
2014,672.920571861,672.920571860809,"G1"
2014,52.780033504,52.7800335039,"G4"
2014,4.95925921052,4.9592592105,"G10"
2014,10.0825550305,10.0825550305,"G5"
2014,1.47517567548,1.47517567546,"G5"
2014,15.9622650115,15.9622650115,"G8"
2014,1.47987592451,1.47987592452,"G8"
2014,0.525305026094,0.525305026097,"G10"
2014,4.37643508253,4.37643508255,"G5"
2014,5.56586849349,5.56586849345,"G6"
2014,514.038648541,514.038648541,"G6"
2014,1.19167593599,1.19167593599,"G10"
2014,2.95494839451,2.95494839453,"G10"
2014,14760.6648978,10450.311765999,"G4"
2014,30.3164813009,30.3164813009,"G6"
2014,1645.41350463,1645.41350463,"G5"
2014,128.49021523,128.490215229,"G8"
2014,150.3319264,150.3319263998,"G5"
2014,6535.25147278,6013.25060180004,"G5"
2014,9657.78137514,600.819781261,"G5"
2015,139.301914863,139.3019148632,"G5"
2015,20.6616882916,20.6616882917,"G4"
2015,1.00734576125,1.00734576126,"G3"
2015,110.222486159,110.222486159,"G8"
2015,6.22319713934,6.22319713936,"G8"
2015,4.74663163884,4.74663163884,"G8"
2015,4.68721502718,4.68721502714,"G8"
2015,1.54175527872,1.54175527872,"G4"
2015,197.153921284,197.153921284,"G8"
2015,825.589308226,825.58930822624,"G6"
2015,1.34890662801,1.34890662802,"G4"
2015,2.11021182913,2.11021182912,"G8"
2015,0.989631414787,0.989631414797,"G8"
2015,1028.39107526,1023.18703693443,"G4"
2015,73.7865206626,73.7865206626,"G4"
2015,1014.93221275,1014.93221275,"G8"
2015,231.676158276,231.676158276,"G6"
1972,59286.6540152,1.455677565484,"G5"
1972,1847.0705723,1847.0705723,"G5"
1972,8344.45156013,8344.45156013,"G5"
1972,9884.99614701,9884.99614701,"G3"
1972,1671.31327727,1156.78626239,"G5"
1972,2077.98371855,2077.98371855793,"G5"
1972,175.406745459,175.406745458,"G5"
1972,3863.86538103,3586.3643514923,"G6"
1972,21317.1683938,11440.5278801247,"G2"
1972,6676.74354517,4130.65735791606,"G2"
1972,11191.2647354,10861.0220042861,"G2"
1972,1307.52142122,1307.5214212211,"G4"
1972,11092.196036,11092.19603598,"G5"
1972,2159.5689217,2159.568921699,"G5"
1972,770.469409649,770.469409649,"G5"
1972,2247.28367016,2220.2172286883,"G3"
1972,6204.32354317,6204.32354316576,"G3"
1972,2649.5095311,2649.5095311,"G3"
1972,2189.99717325,1833.27147903,"G6"
1972,466.116556209,466.11655621,"G8"
1972,973.841075991,857.228537838,"G6"
1972,2092.71846359,2092.718463592,"G6"
1972,3025.56090226,3025.560902257,"G10"
1972,2468.88803664,2468.88803664,"G5"
1972,1605.52297402,1605.52297402,"G5"
1972,8008.61584085,7892.31616089585,"G3"
1972,10716.4534041,10716.4534041,"G5"
1972,483.26247183,483.26247183,"G8"
1972,47550.3963405,10713.5295515,"G5"
1972,25802.5165739,25802.5165739,"G8"
1972,4647.91304298,4647.91304298034,"G5"
1972,15920.4775283,13389.80440772,"G6"
1972,655.831706544,655.831706544,"G6"
1972,1774.22151405,1767.7131149514,"G3"
1972,1615.33052683,1615.3305268301,"G5"
1972,288.770802171,288.77080217082,"G5"
1972,1092.50522312,775.8922987525,"G4"
1972,4558.02358541,4558.0235854172,"G4"
1977,398.108507034,398.108507035,"G5"
1977,20333.748634,730.957801852,"G5"
1977,1475.03335223,1475.03335223,"G3"
1977,4019.97174028,4019.971740273,"G3"
1977,3092.34919753,3092.349197534,"G3"
1977,2305.42427488,1805.472266584,"G3"
1977,4917.09281795,4917.09281795,"G6"
1977,3042.33167977,3042.33167977,"G6"
1977,4532.49939208,4532.49939208,"G6"
1977,1251.21582357,1251.21582357,"G5"
1977,23271.2541416,10410.1549371,"G5"
1977,10157.0548449,10157.0548448882,"G6"
1977,10236.7420845,5713.2470002326,"G1"
1977,38.7689269104,38.7689269101,"G3"
1977,100.968582773,100.968582773,"G3"
1977,2514.25361686,1810.2279124765,"G5"
1977,239.137577711,239.137577712,"G5"
1977,559.476410623,559.476410622906,"G3"
1977,3685.64761653,3685.6476166088,"G3"
1977,633.375293588,612.8166720666,"G4"
1977,1176.10996361,256.706636989,"G6"
1977,2952.75641282,2952.7564128204,"G3"
1977,168.850149063,168.8501490632,"G3"
1977,4087.98381119,4087.983811193,"G4"
1977,368.859186508,337.228091092,"G4"
1977,2487.86215769,2487.86215769,"G6"
1977,6595.11055612,5587.68799881,"G8"
1977,47.38643502,47.38643502,"G5"
1977,3646.67468751,3646.6746875135,"G3"
1977,250.385084459,250.385084459,"G5"
1977,12472.6909061,12353.4849023966,"G5"
1977,978.767811449,978.767811449,"G5"
1977,214.498331242,214.498331242,"G6"
1977,8470.81726462,3924.87252246,"G3"
1977,232.616623094,232.616623094,"G5"
1977,434.977078325,434.97707832611,"G5"
1977,8394.57315554,8394.5731555354,"G5"
1977,1223.11987149,1062.34912961,"G6"
1977,3227.02813501,3076.0573416637,"G6"
1977,2742.38291465,2742.382914653,"G6"
1977,9441.98157069,5864.73292417924,"G6"
1977,263.246612181,263.246612182,"G6"
1977,4282.39565822,2311.47804714,"G6"
1977,24945.4070743,15250.5944447,"G5"
1977,1018.35101711,1018.35101711,"G9"
1977,1693.69542894,1472.90362995,"G4"
1977,403.283142247,403.283142248,"G6"
1977,732.061665625,732.061665626,"G5"
1977,13255.2352262,13255.235226149,"G5"
1977,1354.7895524,1354.789552398,"G4"
1982,3243.75587295,3243.755872944,"G1"
1982,959.881675531,756.9437283728,"G1"
1982,803.897401719,803.897401718221,"G1"
1982,664.181828724,664.181828724,"G5"
1982,2830.66833029,2830.66833029,"G5"
1982,2206.71527687,2206.71527687452,"G5"
1982,1619.5321661,1619.5321661,"G5"
1982,450.144110806,450.144110806,"G6"
1982,3941.03937598,3941.03937597,"G1"
1982,3028.11743131,3028.1174313068,"G3"
1982,625.148500524,625.148500524535,"G3"
1982,221.874783081,221.87478308,"G5"
1982,2450.40110192,2450.40110192,"G8"
1982,454.547770626,454.547770627,"G4"
1982,3154.50502688,3154.50502688,"G5"
1982,2688.33195903,2688.33196036,"G5"
1982,1197.85507833,1197.8550783249,"G4"
1982,716.648982177,716.648982177,"G4"
1982,4021.55355819,4021.55355819315,"G3"
1982,2461.82411412,2461.824114113,"G2"
1982,7254.97787531,7254.9778753106,"G3"
1982,28584.9123991,28584.91239908,"G3"
1982,3839.14020312,3839.140203123,"G3"
1982,172.664787322,172.6647873217,"G3"
1982,4487.77032342,4487.77032341634,"G6"
1982,187.124401131,187.12440113,"G3"
1982,378.734986572,378.734986573,"G6"
1982,96.4217360748,96.421736075,"G4"
1982,38.8272924716,38.8272924716,"G4"
1982,701.874924481,701.87492448211,"G5"
1982,439.956153114,439.956153113,"G6"
1982,122.127947528,122.127947528,"G6"
1982,2345.89515821,2345.89515821,"G6"
1982,193.797535053,193.797535053,"G10"
1982,10209.7605219,9191.8813138581,"G3"
1982,591.073130892,591.073130894,"G3"
1982,170.42992874,170.429928739,"G7"
1982,2372.20587687,2372.20587687,"G8"
1982,1410.42178035,1410.421780354,"G5"
1982,352.687698913,342.247420624,"G5"
1982,3023.47091109,886.1231651319,"G5"
1982,596.049511684,596.049511685,"G5"
1982,1795.42262271,1795.422622702,"G3"
1982,541.725044874,541.7250481152,"G3"
1982,1745.60781881,1745.60781881,"G3"
1982,2646.31633437,2646.316334375,"G1"
1982,7534.27784288,7388.412541241,"G1"
1982,2881.57408407,2881.57408407,"G3"
