"year","areaTotal_ha","areaZone_ha","zone"
1982,1713.34072254,1181.99316504,"G3"
1982,7212.74870794,7212.7487079476,"G3"
1982,2438.90842438,2438.908424381,"G1"
1982,3388.54688368,3388.54688368029,"G5"
1982,1328.07982395,1328.07982395,"G5"
1982,202.234949612,143.998295762,"G3"
1982,5047.10495561,5047.10496533631,"G5"
1982,2417.05665609,2417.05665608,"G4"
1982,371.88743505,361.046859540251,"G4"
1987,3343.57341998,1933.74783346,"G8"
1987,5332.00914274,5332.00914274,"G6"
1987,14515.0170721,14515.01707208,"G6"
1987,4093.04309541,4093.043095409,"G6"
1987,290.430693443,290.430693443,"G5"
1987,291.659554263,268.018366881,"G6"
1987,589.209288683,589.209288684,"G4"
1987,369.761998212,369.761998212,"G4"
1987,318.470141303,318.4701413031,"G3"
1987,492.069820821,492.0698226209,"G3"
1987,1016.60112115,1016.60112116,"G4"
1987,42400.563947,42400.5639469763,"G3"
1987,968.442922493,968.285430521,"G2"
1987,387.607939091,387.607939091,"G3"
1987,1413.11706187,1413.11706187,"G5"
1987,1238.21674846,1238.21674846,"G6"
1987,892.319264296,892.319264295,"G6"
1987,321.06603925,321.066039251,"G6"
1987,3163.62439478,3163.62439477708,"G6"
1987,4364.6410903,4364.641090298,"G6"
1987,889.552127982,889.552127981,"G8"
1987,1034.01330868,1027.0264803,"G6"
1987,716.822965367,646.012854386,"G5"
1987,753.11211989,753.11211989,"G5"
1987,1123.57835004,759.782276118,"G5"
1987,89.8605373993,89.8605373993,"G6"
1987,28.365775778,28.3657757778,"G6"
1987,54.2956055832,54.2956055833,"G6"
1987,236.942219003,236.942219004,"G1"
1987,117.034365607,117.034365607008,"G5"
1987,207.088621659,207.0886216592,"G5"
1987,1136.47340533,1136.47340533,"G5"
1987,114.215173437,114.215173437,"G5"
1987,5335.93104781,4496.46672046051,"G5"
1987,9976.63583068,8998.96017978644,"G5"
1987,11704.4333178,11704.4333177508,"G5"
1987,403.576985903,403.576985904,"G5"
1987,457.448511247,457.448511247,"G5"
1987,1628.06548044,1628.06548044,"G4"
1987,4170.6677416,4170.6677416,"G8"
1987,20217.5130139,20217.5130139,"G6"
1987,64.6965878821,64.6965878818,"G3"
1987,872.478053721,872.478053721,"G5"
1987,2450.0242767,2450.0242766933,"G4"
1987,129.401613721,129.401613721,"G5"
1992,1079.21127136,1079.21127136,"G5"
1992,5720.62546202,5720.62546202,"G5"
1992,8521.74237846,4478.65111699,"G6"
1992,18742.2468071,16221.1904373,"G4"
1992,598.840816509,598.84081650962,"G6"
1992,285.010730658,285.010730659,"G6"
1992,537.408827672,537.4088276711,"G5"
1992,214.421677546,175.768151242,"G9"
1992,44.7417454206,44.74174542084,"G9"
1992,130.284025885,130.284025885,"G9"
1992,111.672289565,111.672289565,"G6"
1992,104.471292072,104.4712920717,"G6"
1992,137.352580477,137.352580477,"G6"
1992,97.966132076,97.9661320765,"G5"
1992,163.395850385,163.3958503851,"G5"
1992,302.996977065,302.9969770638,"G5"
1992,5119.51243064,3119.6594195741,"G4"
1992,849.486928504,849.4869285053,"G3"
1992,308.584160288,308.5841602878,"G3"
1992,8021.0746643,6532.61644748385,"G3"
1992,2148.76859959,2141.41894036328,"G5"
1992,717.308178921,717.308178921,"G3"
1992,1253.6169589,1253.6169588962,"G3"
1992,1835.54495201,1835.54495201491,"G2"
1992,917.780980959,917.780980959,"G5"
1992,101.720754838,101.720754838,"G6"
1992,67.276647241,67.2766472412,"G6"
1992,147.643426119,147.643426119,"G6"
1992,400.445716104,400.445716104,"G6"
1992,779.496784466,779.4967844672,"G6"
1992,233.329676021,233.3296760202,"G5"
1992,41.3011245033,41.3011245029,"G5"
1992,148.675879435,148.675879435,"G3"
1992,78.6026041577,78.6026041578,"G5"
1992,24.0538132433,24.0538132433,"G5"
1992,26.4460096337,26.446009634,"G5"
1992,45.7073186461,45.7073186463,"G4"
1992,66.5471910961,66.5471910961,"G8"
1992,13420.5720995,13420.5720995664,"G5"
1992,104.952507148,104.952507148,"G3"
1992,571.869791623,571.869791623,"G2"
1992,2837.50048096,2837.50048096,"G6"
1992,911.047066087,911.047066087,"G5"
1992,2027.65488389,2022.56375926,"G5"
1992,2160.60778251,2160.60778251,"G6"
1992,526.473175659,526.473175659,"G8"
1992,914.314396019,67.3188075642,"G8"
1992,926.374605883,926.374605882063,"G5"
1992,2789.74548163,2606.464614872,"G5"
1992,1293.11456876,1293.11456875922,"G5"
1992,814.328873721,814.328873721,"G5"
1992,315.106146134,315.106146134,"G5"
1992,318.886491575,318.886491575,"G5"
1992,427.2709,427.2709,"G5"
1992,4953.83432998,133.302038031,"G5"
1992,127.914879425,127.914879425,"G8"
1992,236.682678147,236.6826781458,"G6"
1992,46.9531153198,46.95311532,"G6"
1992,338.705929372,338.705929372,"G6"
1992,142.453852287,142.453852287,"G6"
1992,2766.64675523,874.709638581,"G5"
1992,2866.06262103,2866.0626210296,"G5"
1992,480.278685014,480.278685013,"G5"
1992,255.462403129,255.462403129,"G5"
1992,6509.12291041,5107.83408557,"G4"
1992,188.708061241,188.708061241,"G5"
1992,363.426142904,363.426142904,"G5"
1992,109.707064738,109.707064738,"G5"
1992,23832.0777096,13938.637091772,"G4"
1992,215.101173045,146.05247969631,"G5"
1992,2732.65371411,2732.65371411,"G5"
1997,539.085038755,539.085038754,"G5"
1997,971.598205715,971.598205716,"G5"
1997,18655.5525699,10692.3120942238,"G4"
1997,221.583383056,221.5833816065,"G6"
1997,942.098179441,942.098179441,"G5"
1997,12089.635049,12089.6350489637,"G3"
1997,114.85094999,114.85094999,"G3"
1997,856.856108907,856.856108908,"G5"
1997,595.675811195,595.6758111954,"G5"
1997,355.425700149,355.42570014851,"G4"
1997,638.707958295,638.707958295,"G4"
1997,386.884441257,386.884441256,"G4"
1997,19288.5666045,19288.5666044526,"G3"
1997,1524.08885241,1524.0888524062,"G2"
1997,545.046719962,545.046719961,"G2"
1997,203.676521253,175.28957354,"G3"
1997,1284.698379,990.3146684452,"G3"
1997,4855.36065726,4855.36065726081,"G3"
1997,461.023172918,461.023172918,"G4"
1997,253.684314443,253.684314443,"G3"
1997,10438.5332741,10438.5332740621,"G3"
1997,133.817246171,133.8172430083,"G3"
1997,162.589587626,162.589587626,"G3"
1997,1047.33614078,1047.33614078,"G3"
1997,1189.21166457,1189.2116641327,"G3"
1997,22144.6120077,22144.6120076776,"G5"
1997,5482.78937531,5482.789375313,"G5"
1997,114.597978111,114.597978111,"G5"
1997,1760.32442513,1760.32442513,"G8"
1997,117.012238028,117.012238028,"G8"
1997,196.2317186,196.2317186,"G6"
1997,63.9522795654,63.9522795658,"G6"
1997,139.672702794,139.672702794,"G6"
1997,1647.79283403,1647.7928340273,"G5"
1997,6151.16560497,1272.21588403,"G5"
1997,865.752366805,865.752366805,"G5"
1997,1587.64603509,1587.64603508,"G5"
1997,1870.98790759,1870.98790759,"G5"
1997,160.224113613,160.224113613492,"G4"
1997,292.355989847,292.35598984651,"G4"
1997,355.692121483,355.6921214832,"G3"
1997,11618.9867739,11618.98677393,"G2"
1997,16107.1892326,13926.4058532003,"G2"
1997,453.201189796,453.201189797,"G2"
1997,645.158352212,595.5881040137,"G2"
1997,2621.332182,2621.33218199642,"G6"
1997,42.4158481859,42.415848186,"G6"
1997,2874.80847061,2874.80847061,"G5"
1997,46.8102049793,46.8102049793,"G5"
1997,483.097071853,483.097071852,"G5"
1997,148.893442891,148.893442891,"G5"
1997,115.208354002,115.208354001,"G5"
1997,49.9664701358,49.9664701358,"G5"
1997,382.720942425,382.720942425,"G5"
1997,678.967995841,310.070743729,"G5"
1997,480.240445571,480.240445572,"G8"
1997,370.892197851,370.892197852,"G5"
1997,229.460938654,229.4609386535,"G5"
1997,278.842158538,278.842158538,"G5"
1997,103.054281364,103.054281364,"G4"
1997,728.886081289,728.886081289,"G8"
1997,818.395947985,818.395947985,"G8"
1997,22047.1949417,21634.942171052,"G6"
1997,286.219183815,286.219183815,"G6"
1997,1154.21460938,1154.21460938,"G6"
1997,423.261003204,423.261003205,"G6"
1997,300.077198819,300.077198819,"G6"
1997,185.112585883,185.1125858833,"G5"
1997,6174.05474752,6174.05474752,"G5"
1997,5448.71367267,3429.54335545307,"G2"
1997,32867.8289473,32712.3179447059,"G3"
1997,749.550990444,749.550990443,"G4"
1997,1255.28901557,1255.28901556729,"G5"
1997,682.881163574,682.881163574932,"G5"
1997,256.475013961,256.47501396,"G9"
1997,479.798394905,329.220511323,"G8"
1997,55.2862662015,55.2862695274176,"G5"
1997,3805.76970533,133.075664387,"G5"
1997,635.676934428,635.676934428,"G5"
1997,68.9064753238,68.9064753238159,"G5"
1997,1146.29990341,1146.2999034106,"G5"
1997,120.77333817,120.77333817,"G3"
1997,16252.7332006,11360.056275743,"G4"
1997,77.4990980781,77.4990980782,"G5"
1997,1427.46114393,1048.4768645518,"G3"
1997,2235.9263114,1643.53835423,"G3"
1997,9494.93516904,9494.93516903984,"G3"
1997,125.511062197,125.511062197,"G5"
1997,10915.377424,5793.11259139148,"G5"
1997,101.449792367,46.294816833,"G5"
1997,19554.9213395,19554.9213395084,"G3"
1997,448.279007284,250.9637854887,"G2"
1997,258.266371797,258.266371797,"G3"
1997,3969.98646855,2604.104375184,"G3"
1997,637.265694838,637.265694837,"G3"
1997,541.562212868,541.5622128679,"G3"
1997,69.9478582245,69.94785822458,"G3"
1997,17727.5811127,10356.7969808682,"G5"
1997,787.88319742,787.883219430291,"G7"
1997,733.461255429,733.461255429,"G5"
1997,777.9661608,2.44367050907,"G3"
1997,501.876894204,501.876894204,"G3"
1997,20533.3395946,20297.2749642862,"G5"
1997,283.956428564,283.9564285641,"G5"
1997,2511.24758492,2511.247584917,"G5"
1997,2680.07224059,2680.0722405865,"G4"
1997,2669.79201225,1751.50092145013,"G4"
1997,88.1111341173,88.1111341171,"G2"
1997,1212.67379767,667.00428003,"G6"
1997,1191.59331011,1191.5933101074,"G3"
1997,116.410785013,116.4107850133,"G7"
1997,12294.6186064,12294.6186064193,"G3"
1997,43.4920517148,43.4920517148,"G4"
1999,286.186219829,286.186219829,"G6"
1999,7688.31756846,7688.31756846,"G5"
1999,172.813490359,172.813490359,"G6"
2000,5920.58831163,4787.64229696668,"G5"
2000,42.1744515979,42.1744515977,"G5"
2001,152.768730754,152.768730754,"G5"
2002,998.677202553,58.234734631364,"G5"
2002,364.212297025,364.212297026,"G5"
2002,11190.4185999,11190.418599978,"G1"
2002,1518.40552887,1518.405528869,"G3"
2002,23423.6934394,23416.3981666864,"G5"
2002,15059.9387972,9463.66911412,"G3"
2002,3448.5767498,3448.576749802,"G3"
2002,5114.20282183,5114.20282112752,"G5"
2002,5175.41230298,5175.412302984,"G3"
2002,3124.06832971,3124.06832971,"G3"
2002,54610.4750411,54500.2378365592,"G3"
2002,5830.493053,5830.49305300052,"G3"
2002,12654.965088,12654.965088059,"G3"
2002,4785.6899548,2975.9162198004,"G3"
2002,5282.17413551,5116.71779677048,"G3"
2002,817.183562198,817.1835621981,"G3"
2002,30279.3385201,15259.3912088206,"G2"
2002,8142.28168141,3787.8079242,"G5"
2002,789.551415098,789.551415098,"G5"
2002,1141.81008834,1141.810088337,"G5"
2002,18231.2272785,18231.2272784439,"G5"
2003,284.208752163,284.208752163,"G4"
2003,43.5533486736,43.55334867352,"G4"
2003,259.52223138,259.522231379,"G5"
2003,1024.71205128,1024.7120512806,"G6"
2003,370.22243576,370.2224357592,"G3"
2003,1743.42419479,1743.4241947845,"G4"
2005,411.741045996,411.741045995,"G8"
2005,727.990918957,727.990918957,"G8"
2005,11260.2669568,11078.0147034383,"G6"
2005,5182.91711129,3172.30459265894,"G5"
2005,1639.07821396,1639.07821396,"G5"
2005,9751.92269211,9751.9226921041,"G5"
2005,76.3268178538,76.3268270008,"G5"
2005,56.7384938091,56.7384938089,"G5"
2005,11080.5281729,11080.528243653,"G5"
2005,2374.73716933,334.761710776,"G5"
2005,371.700776255,371.700776255,"G5"
2005,1496.56721338,1496.567213376,"G5"
2005,1929.10322118,1861.3442637429,"G5"
2005,335.28088898,335.28088898,"G5"
2005,24146.8767031,24146.8767031211,"G5"
2005,58897.5692315,19150.2041246,"G5"
2005,113.976607445,113.97660744529,"G5"
2005,375.302288338,375.30228833861,"G5"
2005,2487.20562074,2487.2056207403,"G4"
2005,73.4578679177,1.24692827995,"G5"
2005,58.0048954011,58.0048954012,"G4"
2005,2291.69082716,2291.69082716,"G5"
2005,808.149138028,808.149138028,"G6"
2006,950.919858088,950.9198580888,"G2"
2006,14.3022785377,14.3022785377,"G3"
2006,100.047496876,100.047496876286,"G3"
2007,949.503336768,949.503336767,"G5"
2007,7.73758557374,7.73758557373,"G8"
2010,157.005024888,157.005024889,"G6"
2010,20.970845085,20.9708450849,"G10"
2010,56.4485078797,56.4485078797,"G1"
2010,629.212117629,629.212117629395,"G3"
2010,933.536074306,933.53607430666,"G6"
2010,773.965747443,773.9657474442,"G8"
2010,387.548558652,387.54855865164,"G3"
2010,24935.2865175,19030.8670101016,"G2"
2010,1171.99197065,1171.99197065106,"G2"
2010,28849.4726193,19114.4101888876,"G3"
2009,2.07721953765,2.07721953765,"G4"
2009,8.02157781367,8.02157781366,"G10"
2009,11.7351275426,11.7351275427,"G7"
2009,3.30525689889,3.305256898877,"G5"
2009,6.88700839701,6.88700839882475,"G1"
2009,37.0188146092,37.0188146092,"G4"
2009,987.894154418,987.894154418,"G5"
2009,95.4776146838,95.4776146838,"G5"
2009,5446.30295424,5446.3029676639,"G5"
2009,1873.15284761,1873.15284761,"G5"
2009,902.802383084,902.80238297152,"G5"
2009,2293.8518006,2293.851800607,"G5"
2009,895.883996044,895.8839965458,"G5"
2009,165.051691863,165.051691863,"G5"
2009,2897.96117807,2823.808816657,"G5"
2009,88.7284937163,88.7284937161,"G8"
2009,10.8033661894,10.8033661894,"G4"
2009,23.1213002704,23.1213002704,"G5"
2009,329.428617452,240.415910797,"G5"
2009,437.52130655,437.52130600125,"G5"
2009,4.87262876198,4.872628762,"G5"
2009,2871.85296286,2871.8529626985,"G5"
2009,341.139464455,341.139464455,"G5"
2009,272.216596585,272.216596585,"G5"
2009,633.44657087,633.446570869,"G5"
2009,3029.91751996,2966.6032007473,"G4"
2009,5554.8899144,5554.8899144001,"G4"
2009,10477.5797132,10054.4171356601,"G3"
2009,1280.56181178,1280.561812355,"G3"
2009,562.617218825,537.591387318,"G8"
2009,105.206383792,105.206383792,"G3"
2009,5820.11996807,5820.1199677586,"G3"
2009,8819.65685752,8819.65685752792,"G4"
2009,3672.48863473,3672.48863470118,"G4"
2009,79.92000075,79.9200007502,"G1"
2009,11.6100009,11.6100009,"G3"
2009,56.97000165,56.9700016502,"G5"
2009,163.44000105,163.44000105,"G3"
2011,1108.04535851,1108.045358508,"G1"
2011,3707.56567539,3707.565675388,"G5"
2011,1692.56611932,1692.566119323,"G3"
2011,2533.66520984,1926.713224998,"G1"
2011,3065.75996012,3065.75996012,"G4"
2012,297.010420952,297.010420952,"G5"
2012,2999.3353696,2999.3353695979,"G5"
2012,38.3168363151,38.3168363152,"G5"
2012,11440.8029109,5842.0849418397,"G6"
2013,1270.02306956,1270.023069561,"G5"
2013,1579.04257862,1579.04257862,"G5"
2013,880.282590619,880.2825906188,"G3"
2013,141.148898871,141.148898871,"G4"
2013,33.6657858929,33.6657858929,"G4"
1973,97.9680557663,97.968055766,"G6"
2011,385.455614632,385.45561463163,"G1"
1973,692.527082175,692.527082175,"G1"
1973,365.92424891,365.92424891,"G1"
1974,123.934055428,123.934055427,"G5"
1974,336.747963422,336.747963422,"G5"
1974,165.223057799,165.22305779942,"G1"
1974,18.590561312,18.590561312,"G5"
1975,353.142229624,353.142229624,"G6"
1975,148.146733412,148.146733412,"G1"
2013,21.7166037236,21.7166037236,"G3"
1976,838.357576854,52.44580177,"G6"
2015,1.43437882037,1.43437882036,"G4"
1976,181.443872633,181.443872633,"G6"
1976,485.567269216,485.5672692152,"G5"
1976,457.063605557,457.0636055571,"G1"
1976,976.385974262,976.385974262,"G4"
1976,308.764665271,308.764665271,"G4"
1977,361.277270453,361.277270452,"G1"
1978,171.002751509,171.002751509,"G3"
1979,155.371348328,155.37134832826,"G3"
1979,27.8545617109,27.854561711,"G1"
1979,16.6710943483,16.6710943482,"G1"
1979,21.419388129,21.419388129143,"G1"
1979,13.5847337866,13.5847337864,"G3"
1980,106.689608596,106.689608596,"G6"
2005,28.8277666375,28.8277666375,"G4"
2013,0.839646619849,0.839646619872,"G4"
1981,265.805325299,265.805325299,"G1"
1981,6025.28332963,6025.2833296331,"G1"
2003,24.5269913349,24.5269913348,"G1"
2013,2.71676113961,2.71676113963,"G1"
2005,250.326875324,250.326875323,"G5"
2004,67.5205101031,67.520510103,"G3"
1983,202.00031524,202.00031523949,"G1"
1997,193.781492524,193.781492524,"G4"
1997,45.4919152571,45.491915257,"G4"
1983,34.224257638,34.22425763785,"G3"
1972,1089.0137971,1019.48780631028,"G4"
1988,39.2249052532,39.2249052532,"G3"
1985,109.091194395,109.091194395,"G5"
1985,110.824767791,110.824767791,"G4"
2006,53.6565990251,53.6565990251,"G3"
2013,78.6205787092,78.62057898178,"G3"
2010,22.4233735869,22.4233735869,"G7"
1988,140.227048756,140.227048755,"G6"
1988,202.76607443,113.864919121,"G1"
1988,99.7506248463,99.620029361,"G8"
1988,576.270862357,576.270862356,"G5"
1989,135.601514091,135.601514091,"G4"
1989,90.5525086877,90.5525086876,"G4"
1989,124.795922005,100.563622957,"G4"
2013,63.2258347452,63.2258347452,"G4"
2010,15.5567956917,15.55679569181,"G1"
2010,125.974835344,125.974835343859,"G1"
2013,5.78231167613,5.78231167616,"G1"
1991,152.161268637,152.161268637,"G1"
2012,353.882634046,353.882634047,"G1"
2014,1.62017746298,1.62017746301,"G3"
1990,375.474506703,375.474506702,"G7"
1991,151.182145029,151.182145029,"G1"
1991,77.2555859024,77.2555859025,"G6"
1991,4786.97741943,4786.9774194222,"G1"
1992,4786.97741943,4786.9774194222,"G1"
2014,0.386430598999,0.386430599018,"G6"
1993,7.89626330671,7.89626330669,"G5"
1972,345.202508505,345.20250850325,"G3"
1972,345.202508505,345.20250850325,"G3"
1972,1699.41645349,1572.38713191283,"G4"
2005,50.1415469358,50.1415469357,"G1"
1994,360.068633665,5553.43666279,"G3"
1996,6847.60716995,6373.00807522987,"G3"
1995,37.1627800221,37.1627800221208,"G4"
1995,35.1975537883,35.1975537882,"G4"
1995,27.9232348353,27.9232348354,"G5"
1995,30.4926382301,30.4926382301,"G3"
1995,176.214550985,176.214550986,"G1"
1995,371.184062574,371.184062573,"G5"
1995,29.9233433673,29.9233433674,"G5"
1982,1935.25427447,1935.254274471,"G3"
1995,67.9186181598,67.9186181596,"G4"
1997,210.576936209,210.4900174251,"G1"
1977,1043.00129862,865.803738725,"G1"
1995,355.3893791,355.3893791004,"G3"
1992,355.3893791,355.3893791004,"G3"
1995,2926.2243596,2804.35448807311,"G3"
1997,2926.2243596,2804.35448807311,"G3"
2001,12.800510924,12.800510924,"G4"
1996,86.0473113152,86.0473113153,"G4"
1982,133.832338917,133.832338917,"G3"
1996,33.1529935846,33.1529935847,"G4"
1996,61.0185701214,61.0185701214,"G6"
1996,14.7525375296,14.7525375298,"G5"
1996,17.6694080164,17.6694080166,"G3"
2010,309.155569982,309.155569982,"G4"
1996,300.177897628,300.1778976275,"G4"
1996,89.738181545,89.738181545,"G5"
1996,49.4098020815,49.4098020815,"G5"
1996,147.316526533,147.3165265332,"G1"
1996,27.1186122665,27.1186122665,"G4"
1996,618.695833526,618.6958335261,"G4"
1996,710.248724985,710.248724985,"G5"
2006,85.2971205709,85.297120571,"G3"
1996,296.810320272,157.214512678,"G6"
1997,26.1497463128,26.1497463128,"G5"
1997,165.295592301,165.295592301,"G5"
2007,135.661969886,135.661969887,"G4"
2007,394.610454817,394.610454817,"G4"
1998,52.7184647737,52.7184647737,"G6"
1992,76.0150702475,76.0150702475,"G9"
2000,14.9880143623,14.98801436232,"G4"
2000,35.5444089051,35.5444089049709,"G6"
2002,64.9617230285,64.9617230283,"G4"
2012,27.3168327757,27.3168327758,"G1"
1997,34.44312598,34.44312598,"G4"
2003,48.488975494,48.48897549389,"G3"
2003,81.4438928343,81.443892834,"G5"
2006,97.5421574666,97.54215746676,"G5"
2007,1669.78902974,1669.78902974,"G5"
2005,13.8412274438,13.8412274435,"G5"
2005,72.4343919179,72.4343919177,"G6"
2005,80.3345633773,80.3345633774,"G5"
2007,39.9767930429,39.9767930431,"G4"
1977,404.754106951,404.754106951,"G5"
1992,54.6798892773,54.6798892774,"G4"
2015,2.54997835294,2.54997835288,"G10"
2014,984.01257744,984.012577441,"G6"
1977,843.197793156,843.197793156,"G5"
1987,481.588586736,481.588586736,"G5"
1987,701.369708874,701.369708874,"G5"
2009,2.50488375632,2.50488375633,"G4"
1992,39.4027555415,39.4027555414,"G3"
1977,829.133930811,829.133930811,"G1"
1982,95.7629229482,95.7629229483,"G6"
2009,4.22070410711,4.22070410711,"G5"
1992,11.0718617264,11.0718617264,"G6"
1992,544.416466773,544.416466773,"G4"
2009,14.9033808508,14.9033808508,"G4"
1997,32.7676997846,32.7676997846,"G5"
1997,6.53572208612,6.53572208611,"G1"
1997,6.53572208612,6.53572208611,"G1"
1997,61.6487485243,61.64874852432,"G6"
1997,304.704652533,304.704652533,"G6"
1997,19.5737772882,19.5737772883,"G5"
1997,10.4426972642,10.4426972639,"G5"
1997,88.6713970259,88.671397026,"G5"
1997,238.794544844,238.794544843,"G4"
2002,74.4352806525,74.4352806527,"G3"
2002,47.4130883425,47.4130883426,"G3"
2002,62.3009857771,62.3009857769,"G3"
2006,72.9668311248,72.9668311248,"G5"
2007,72.9668311248,72.9668311248,"G5"
2009,7.30690423634,7.30690423637,"G1"
1989,1401.19328393,1401.19328393,"G1"
1997,14.2469089967,14.2469089967,"G4"
2006,95.7921940799,95.79219407954,"G5"
2007,95.7921940799,95.79219407954,"G5"
1992,44.0949296214,44.0949296218,"G5"
